4PM	0-7-9	5/9/2018	4,500.00	193
4PM	8-1-4	5/10/2018	4,500.00	1060
4PM	5-6-1	5/11/2018	4,500.00	520
4PM	6-8-2	5/12/2018	4,500.00	504
4PM	2-7-9	5/13/2018	4,500.00	421
4PM	8-1-8	5/14/2018	4,500.00	891
4PM	9-4-5	5/15/2018	4,500.00	571
4PM	8-3-0	5/16/2018	4,500.00	506
4PM	4-2-2	5/17/2018	4,500.00	801
4PM	3-2-1	5/18/2018	4,500.00	885
4PM	8-9-4	5/19/2018	4,500.00	187
4PM	2-6-6	5/20/2018	4,500.00	723
4PM	2-8-7	5/21/2018	4,500.00	474
4PM	9-6-1	5/22/2018	4,500.00	613
4PM	8-0-3	5/23/2018	4,500.00	320
4PM	5-8-6	5/24/2018	4,500.00	493
4PM	4-1-7	5/25/2018	4,500.00	941
4PM	1-7-8	5/27/2018	4,500.00	629
4PM	0-0-7	5/26/2018	4,500.00	195
4PM	7-9-4	5/28/2018	4,500.00	431
4PM	0-8-6	5/29/2018	4,500.00	483
4PM	5-7-3	5/30/2018	4,500.00	373
4PM	3-0-8	5/31/2018	4,500.00	471
4PM	3-4-7	6/1/2018	4,500.00	414
4PM	3-4-3	6/2/2018	4,500.00	372
4PM	7-2-3	6/3/2018	4,500.00	702
4PM	6-3-1	6/4/2018	4,500.00	706
4PM	8-7-2	6/5/2018	4,500.00	275
4PM	9-5-1	6/6/2018	4,500.00	293
4PM	5-6-9	6/7/2018	4,500.00	573
4PM	5-5-2	6/8/2018	4,500.00	905
4PM	0-6-6	6/9/2018	4,500.00	283
4PM	4-8-8	6/10/2018	4,500.00	213
4PM	0-0-7	6/11/2018	4,500.00	284
4PM	5-5-1	6/12/2018	4,500.00	218
4PM	0-1-4	6/13/2018	4,500.00	380
4PM	5-5-9	6/14/2018	4,500.00	245
4PM	7-0-2	6/15/2018	4,500.00	1142
4PM	7-5-5	6/16/2018	4,500.00	587
4PM	2-2-4	6/17/2018	4,500.00	596
4PM	3-2-2	6/18/2018	4,500.00	691
4PM	0-1-0	6/19/2018	4,500.00	771
4PM	5-8-9	6/20/2018	4,500.00	264
4PM	1-8-6	6/21/2018	4,500.00	739
4PM	3-4-3	6/22/2018	4,500.00	361
4PM	2-7-0	6/23/2018	4,500.00	243
4PM	5-0-5	6/24/2018	4,500.00	503
4PM	8-3-3	6/25/2018	4,500.00	490
4PM	1-0-1	6/26/2018	4,500.00	1148
4PM	6-8-2	6/27/2018	4,500.00	321
4PM	8-3-7	6/28/2018	4,500.00	296
4PM	7-1-4	6/29/2018	4,500.00	625
4PM	5-2-4	6/30/2018	4,500.00	741
4PM	4-2-1	7/1/2018	4,500.00	944
4PM	5-6-5	7/2/2018	4,500.00	405
4PM	3-0-7	7/3/2018	4,500.00	757
4PM	0-8-5	7/4/2018	4,500.00	119
4PM	7-8-0	7/5/2018	4,500.00	638
4PM	4-4-4	7/6/2018	4,500.00	1029
4PM	9-3-6	7/7/2018	4,500.00	357
4PM	1-2-3	7/8/2018	4,500.00	368
4PM	8-4-8	7/9/2018	4,500.00	484
4PM	2-8-6	7/10/2018	4,500.00	244
4PM	5-1-0	7/11/2018	4,500.00	1086
4PM	4-1-5	7/12/2018	4,500.00	797
4PM	7-0-5	7/13/2018	4,500.00	414
4PM	0-3-3	7/14/2018	4,500.00	459
4PM	3-8-5	7/15/2018	4,500.00	452
4PM	9-9-9	7/16/2018	4,500.00	822
4PM	0-0-7	7/17/2018	4,500.00	436
4PM	6-8-5	7/18/2018	4,500.00	276
4PM	5-2-8	7/19/2018	4,500.00	559
4PM	9-9-8	7/20/2018	4,500.00	250
4PM	7-7-8	7/21/2018	4,500.00	384
4PM	1-0-2	7/22/2018	4,500.00	1056
4PM	1-7-3	7/23/2018	4,500.00	349
4PM	1-1-0	7/24/2018	4,500.00	739
4PM	6-7-9	7/25/2018	4,500.00	302
